Table 1
Plot_ID,Genotype,Bloc,Location,GPS1,GPS2,Year,protein,tgw,kph,plot_length,plot_width,moisture,plot_yld,ave_moist,yld_ton_ha,str_height,screenings,septoria1,heading1,lodging1,mildew1,hagberg,ripen1,node_brek1,vigour,sprout_fld,lodging2,fusarium1,emergence,mildew2,yelow_rst1,septoria2,shedding,fusar_lab,septoria3,heading2,fusarium2,sprout_lab,yellowblot,green_leaf,water_abso,plant_coun,takeall,mnivale,germin,flowerdate,fusar_fld,ripen2,node_brek2,yelow_rst2,flowering,growthstge,brown_rst1,bydv,sprout_fl2,,,,,
35,Brancaleone,1,Arezzo,"43,316,126","11,819,875",2017,,41.7,80.1,,,8.5,2.15,,2.24,68,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
108,Brancaleone,2,Arezzo,"43,316,126","11,819,875",2017,,43.9,80.7,,,8.5,2.90,,3.03,69,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
125,Brancaleone,3,Arezzo,"43,316,126","11,819,875",2017,,42.2,80.6,,,8.4,2.90,,3.03,70,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
11,Brancaleone,1,Libertinia (CT),"37,530,590","14,576,432",2017,,34.1,83.8,,,10.3,4.30,,4.30,73,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
83,Brancaleone,2,Libertinia (CT),"37,530,590","14,576,432",2017,,36.1,86.1,,,9.7,3.46,,3.70,69,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
128,Brancaleone,3,Libertinia (CT),"37,530,590","14,576,432",2017,,41.0,86.6,,,9.8,3.99,,4.22,76,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
36,Brancaleone,1,Battipaglia (SA),"40,577,094","14,983,657",2017,,50.7,85.8,,,14.0,6.04,,5.69,92,,0,,0,1,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
83,Brancaleone,2,Battipaglia (SA),"40,577,094","14,983,657",2017,,51.2,85.1,,,12.6,6.30,,6.03,85,,0,,0,0,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
135,Brancaleone,3,Battipaglia (SA),"40,577,094","14,983,657",2017,,55.2,87.0,,,13.2,6.62,,6.29,98,,0,,0,0,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
41,Brancaleone,1,Foggia,"41,459,932","15,501,357",2017,,46.4,85.1,,,10.1,4.10,,4.15,70,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Brancaleone,2,Foggia,"41,459,932","15,501,357",2017,,46.2,84.7,,,9.8,5.16,,5.24,70,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,Brancaleone,3,Foggia,"41,459,932","15,501,357",2017,,45.6,84.7,,,10.0,4.20,,4.26,70,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Brancaleone,1,"La Rancia, Tolentino MC","43,244,488","13,414,334",2017,,52.3,86.6,,,9.7,6.38,,5.99,85,,2 ,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
82,Brancaleone,2,"La Rancia, Tolentino MC","43,244,488","13,414,334",2017,,54.0,86.3,,,9.9,5.21,,5.05,80,,0 ,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
152,Brancaleone,3,"La Rancia, Tolentino MC","43,244,488","13,414,334",2017,,52.0,87.4,,,9.7,6.52,,6.03,81,,2 ,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
11,Brancaleone,1,Sant'Angelo Lodigiano (LO),"45,244,642","9,385,814",2017,,,79.7,,,11.0,6.52,,6.50,88,,4,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
65,Brancaleone,2,Sant'Angelo Lodigiano (LO),"45,244,642","9,385,814",2017,,,76.8,,,9.6,4.36,,4.69,80,,6,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
151,Brancaleone,3,Sant'Angelo Lodigiano (LO),"45,244,642","9,385,814",2017,,,79.5,,,9.3,6.24,,6.42,89,,5,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
19,Brancaleone,1,Sant'Angelo Lodigiano (LO),"45,244,642","9,385,814",2018,,,67.3,,,12.5,2.46,,2.44,72,,3,,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
77,Brancaleone,2,Sant'Angelo Lodigiano (LO),"45,244,642","9,385,814",2018,,,67.5,,,11.9,2.48,,2.55,67,,7,,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
143,Brancaleone,3,Sant'Angelo Lodigiano (LO),"45,244,642","9,385,814",2018,,,66.3,,,16.5,2.30,,2.19,70,,8,,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
49,Montale,1,"La Rancia, Tolentino MC","43,244,488","13,414,334",2018,,37.3,73.4,,,11.7,4.26,,4.65,74,,0,,7,7,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
65,Montale,2,"La Rancia, Tolentino MC","43,244,488","13,414,334",2018,,31.5,69.6,,,11.8,3.72,,4.06,75,,0,,8,7,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
108,Montale,3,"La Rancia, Tolentino MC","43,244,488","13,414,334",2018,,30.3,68.0,,,12.4,3.87,,4.13,73,,2,,7,6,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
24,Montale,1,Foggia,"41,459,932","15,501,357",2018,,40.5,74.4,,,13.3,4.10,,4.01,60,,0,,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
99,Montale,2,Foggia,"41,459,932","15,501,357",2018,,39.9,74.7,,,12.9,5.04,,4.95,65,,0,,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
150,Montale,3,Foggia,"41,459,932","15,501,357",2018,,41.6,77.5,,,13.4,4.36,,4.25,65,,0,,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
6,Montale,1,Battipaglia (SA),"40,577,094","14,983,657",2018,,32.9,73.2,,,8.3,3.72,,4.02,89,,0,,2,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
58,Montale,2,Battipaglia (SA),"40,577,094","14,983,657",2018,,29.4,73.9,,,9.4,4.59,,4.56,91,,0,,1,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
150,Montale,3,Battipaglia (SA),"40,577,094","14,983,657",2018,,37.9,75.6,,,10.3,4.30,,4.22,86,,0,,1,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
38,Montale,1,Arezzo,"43,316,126","11,819,875",2018,,42.0,79.4,,,10.8,5.63,,6.00,89,,2,,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
71,Montale,2,Arezzo,"43,316,126","11,819,875",2018,,39.3,75.5,,,11.1,3.75,,3.98,81,,2,,0,2,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
141,Montale,3,Arezzo,"43,316,126","11,819,875",2018,,52.1,81.0,,,11.0,4.86,,5.17,85,,3,,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
40,Montale,1,Arezzo,"43,316,126","11,819,875",2017,,45.6,80.4,,,8.4,4.48,,4.68,66,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
67,Montale,2,Arezzo,"43,316,126","11,819,875",2017,,45.6,81.2,,,8.3,5.07,,5.30,71,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
160,Montale,3,Arezzo,"43,316,126","11,819,875",2017,,41.1,80.6,,,8.3,4.96,,5.19,72,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
36,Montale,1,Libertinia (CT),"37,530,590","14,576,432",2017,,32.3,81.0,,,9.8,3.69,,3.90,78,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
108,Montale,2,Libertinia (CT),"37,530,590","14,576,432",2017,,30.3,82.1,,,9.8,4.28,,4.53,81,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
120,Montale,3,Libertinia (CT),"37,530,590","14,576,432",2017,,35.7,81.5,,,10.3,4.62,,4.62,78,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
42,Montale,1,Battipaglia (SA),"40,577,094","14,983,657",2017,,48.3,84.2,,,12.6,5.05,,4.83,88,,0,,0,2,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
104,Montale,2,Battipaglia (SA),"40,577,094","14,983,657",2017,,47.9,84.4,,,12.8,5.39,,5.15,89,,0,,0,0,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
131,Montale,3,Battipaglia (SA),"40,577,094","14,983,657",2017,,49.3,84.4,,,12.7,5.47,,5.23,90,,0,,0,0,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
21,Montale,1,Foggia,"41,459,932","15,501,357",2017,,44.0,84.2,,,9.9,5.34,,5.42,75,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,Montale,2,Foggia,"41,459,932","15,501,357",2017,,47.9,84.4,,,9.9,5.40,,5.48,75,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,Montale,3,Foggia,"41,459,932","15,501,357",2017,,45.3,84.3,,,9.3,5.78,,5.91,75,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Montale,1,"La Rancia, Tolentino MC","43,244,488","13,414,334",2017,,47.9,82.4,,,11.7,6.25,,5.91,80,,0 ,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
107,Montale,2,"La Rancia, Tolentino MC","43,244,488","13,414,334",2017,,49.1,85.2,,,9.4,7.51,,6.92,85,,0 ,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
136,Montale,3,"La Rancia, Tolentino MC","43,244,488","13,414,334",2017,,50.9,85.0,,,9.2,7.62,,6.90,85,,0 ,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
51,Montale,1,Sant'Angelo Lodigiano (LO),"45,244,642","9,385,814",2017,,,78.8,,,9.5,7.11,,7.40,89,,4,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
67,Montale,2,Sant'Angelo Lodigiano (LO),"45,244,642","9,385,814",2017,,,70.6,,,8.4,3.82,,4.16,86,,6,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
138,Montale,3,Sant'Angelo Lodigiano (LO),"45,244,642","9,385,814",2017,,,70.4,,,7.7,4.55,,5.07,86,,5,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
27,Montale,1,Sant'Angelo Lodigiano (LO),"45,244,642","9,385,814",2018,,,63.8,,,13.7,2.45,,2.50,68,,6,,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
90,Montale,2,Sant'Angelo Lodigiano (LO),"45,244,642","9,385,814",2018,,,63.0,,,11.7,3.13,,3.12,73,,5,,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
139,Montale,3,Sant'Angelo Lodigiano (LO),"45,244,642","9,385,814",2018,,,60.1,,,15.3,2.82,,2.57,71,,6,,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
35,Matusalem,1,"La Rancia, Tolentino MC","43,244,488","13,414,334",2018,,48.9,80.5,,,12.3,3.68,,3.87,76,,2,,0,5,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
101,Matusalem,2,"La Rancia, Tolentino MC","43,244,488","13,414,334",2018,,42.0,77.9,,,12.0,4.26,,4.72,82,,0,,7,5,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
113,Matusalem,3,"La Rancia, Tolentino MC","43,244,488","13,414,334",2018,,46.9,78.2,,,11.9,3.92,,4.21,82,,0,,3,6,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
27,Matusalem,1,Foggia,"41,459,932","15,501,357",2018,,45.7,79.6,,,13.4,4.52,,4.41,70,,0,,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
65,Matusalem,2,Foggia,"41,459,932","15,501,357",2018,,46.6,78.5,,,13.5,4.34,,4.23,70,,0,,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
154,Matusalem,3,Foggia,"41,459,932","15,501,357",2018,,49.1,79.8,,,13.0,5.08,,4.98,75,,0,,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
53,Matusalem,1,Battipaglia (SA),"40,577,094","14,983,657",2018,,47.7,79.1,,,10.6,6.13,,6.00,100,,0,,0,0,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
68,Matusalem,2,Battipaglia (SA),"40,577,094","14,983,657",2018,,45.4,76.5,,,11.3,5.10,,5.78,99,,0,,0,0,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
114,Matusalem,3,Battipaglia (SA),"40,577,094","14,983,657",2018,,41.9,78.4,,,9.0,5.41,,5.81,98,,0,,0,0,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
17,Matusalem,1,Arezzo,"43,316,126","11,819,875",2018,,54.0,82.5,,,10.8,4.98,,4.01,90,,2,,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
63,Matusalem,2,Arezzo,"43,316,126","11,819,875",2018,,53.0,81.9,,,10.9,4.97,,5.29,93,,3,,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
145,Matusalem,3,Arezzo,"43,316,126","11,819,875",2018,,54.1,79.2,,,10.9,3.01,,3.20,85,,4,,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
26,Matusalem,1,Arezzo,"43,316,126","11,819,875",2017,,53.7,81.7,,,8.2,3.35,,3.51,65,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
102,Matusalem,2,Arezzo,"43,316,126","11,819,875",2017,,48.1,81.7,,,8.3,3.69,,3.86,67,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
112,Matusalem,3,Arezzo,"43,316,126","11,819,875",2017,,48.5,81.7,,,8.2,3.41,,3.57,57,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
10,Matusalem,1,Libertinia (CT),"37,530,590","14,576,432",2017,,37.9,85.1,,,9.7,4.62,,4.94,89,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
70,Matusalem,2,Libertinia (CT),"37,530,590","14,576,432",2017,,39.2,85.6,,,9.9,4.87,,5.09,77,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
118,Matusalem,3,Libertinia (CT),"37,530,590","14,576,432",2017,,41.1,83.8,,,10.3,5.10,,5.11,81,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
50,Matusalem,1,Battipaglia (SA),"40,577,094","14,983,657",2017,,53.7,85.1,,,13.3,6.21,,5.89,101,,0,,0,4,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
55,Matusalem,2,Battipaglia (SA),"40,577,094","14,983,657",2017,,50.7,84.2,,,12.4,4.81,,5.10,93,,0,,2,0,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
152,Matusalem,3,Battipaglia (SA),"40,577,094","14,983,657",2017,,56.7,83.2,,,13.6,5.08,,5.31,98,,0,,2,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
6,Matusalem,1,Foggia,"41,459,932","15,501,357",2017,,48.1,85.8,,,10.0,5.32,,5.40,80,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Matusalem,2,Foggia,"41,459,932","15,501,357",2017,,53.4,85.8,,,9.8,5.60,,5.69,75,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,Matusalem,3,Foggia,"41,459,932","15,501,357",2017,,51.7,86.0,,,9.8,6.96,,7.07,85,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Matusalem,1,"La Rancia, Tolentino MC","43,244,488","13,414,334",2017,,59.7,86.7,,,9.7,6.76,,6.35,82,,1 ,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
63,Matusalem,2,"La Rancia, Tolentino MC","43,244,488","13,414,334",2017,,54.8,86.7,,,9.4,6.72,,6.09,80,,0 ,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
122,Matusalem,3,"La Rancia, Tolentino MC","43,244,488","13,414,334",2017,,58.2,86.7,,,9.1,7.38,,6.68,86,,0 ,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
53,Matusalem,1,Sant'Angelo Lodigiano (LO),"45,244,642","9,385,814",2017,,,79.5,,,9.8,7.20,,7.46,100,,4,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
80,Matusalem,2,Sant'Angelo Lodigiano (LO),"45,244,642","9,385,814",2017,,,79.0,,,9.3,5.28,,5.36,93,,7,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
132,Matusalem,3,Sant'Angelo Lodigiano (LO),"45,244,642","9,385,814",2017,,,79.0,,,9.1,5.72,,6.14,98,,6,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
26,Matusalem,1,Sant'Angelo Lodigiano (LO),"45,244,642","9,385,814",2018,,,65.3,,,12.3,2.42,,2.51,74,,8,,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
101,Matusalem,2,Sant'Angelo Lodigiano (LO),"45,244,642","9,385,814",2018,,,61.9,,,15.4,2.83,,2.66,74,,6,,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
107,Matusalem,3,Sant'Angelo Lodigiano (LO),"45,244,642","9,385,814",2018,,,59.1,,,16.1,2.86,,2.72,73,,8,,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
10,Teodosio,1,"La Rancia, Tolentino MC","43,244,488","13,414,334",2018,,46.5,75.2,,,12.7,4.18,,4.32,78,,0,,7,7,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
56,Teodosio,2,"La Rancia, Tolentino MC","43,244,488","13,414,334",2018,,44.5,78.1,,,11.7,4.58,,4.85,78,,0,,8,7,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
112,Teodosio,3,"La Rancia, Tolentino MC","43,244,488","13,414,334",2018,,46.2,77.8,,,11.5,4.80,,5.18,79,,0,,7,6,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
7,Teodosio,1,Foggia,"41,459,932","15,501,357",2018,,42.1,76.9,,,13.2,3.50,,3.42,70,,0,,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
93,Teodosio,2,Foggia,"41,459,932","15,501,357",2018,,41.8,75.6,,,13.2,3.50,,3.42,65,,0,,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
153,Teodosio,3,Foggia,"41,459,932","15,501,357",2018,,46.9,77.9,,,13.0,4.00,,3.92,70,,0,,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
31,Teodosio,1,Battipaglia (SA),"40,577,094","14,983,657",2018,,39.7,79.6,,,10.9,5.66,,5.94,95,,0,,2,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
63,Teodosio,2,Battipaglia (SA),"40,577,094","14,983,657",2018,,50.0,77.9,,,11.0,5.50,,5.77,92,,0,,2,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
134,Teodosio,3,Battipaglia (SA),"40,577,094","14,983,657",2018,,47.2,79.5,,,10.5,6.32,,6.20,92,,0,,1,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
13,Teodosio,1,Arezzo,"43,316,126","11,819,875",2018,,51.4,79.1,,,11.4,4.72,,4.52,88,,4,,1,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
81,Teodosio,2,Arezzo,"43,316,126","11,819,875",2018,,52.4,79.9,,,11.2,4.91,,5.21,91,,4,,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
153,Teodosio,3,Arezzo,"43,316,126","11,819,875",2018,,54.2,77.7,,,11.0,4.22,,4.49,85,,3,,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
42,Teodosio,1,Arezzo,"43,316,126","11,819,875",2017,,50.0,81.5,,,8.5,3.17,,3.31,69,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
73,Teodosio,2,Arezzo,"43,316,126","11,819,875",2017,,46.8,80.8,,,8.4,2.94,,3.07,69,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
136,Teodosio,3,Arezzo,"43,316,126","11,819,875",2017,,51.4,81.1,,,8.3,3.43,,3.59,70,,2,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
3,Teodosio,1,Libertinia (CT),"37,530,590","14,576,432",2017,,45.5,85.9,,,10.0,5.68,,5.87,88,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
93,Teodosio,2,Libertinia (CT),"37,530,590","14,576,432",2017,,43.9,86.2,,,9.6,4.52,,4.89,78,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
132,Teodosio,3,Libertinia (CT),"37,530,590","14,576,432",2017,,43.2,85.7,,,9.6,4.28,,4.63,73,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
13,Teodosio,1,Battipaglia (SA),"40,577,094","14,983,657",2017,,65.1,86.3,,,13.8,6.32,,5.97,89,,0,,0,0,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
87,Teodosio,2,Battipaglia (SA),"40,577,094","14,983,657",2017,,49.5,84.3,,,12.3,5.45,,5.78,85,,0,,2,0,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
122,Teodosio,3,Battipaglia (SA),"40,577,094","14,983,657",2017,,62.1,85.4,,,12.4,5.35,,5.67,91,,0,,2,0,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
16,Teodosio,1,Foggia,"41,459,932","15,501,357",2017,,53.3,86.7,,,10.0,6.64,,6.73,80,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,Teodosio,2,Foggia,"41,459,932","15,501,357",2017,,50.6,85.5,,,10.0,6.40,,6.49,80,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,Teodosio,3,Foggia,"41,459,932","15,501,357",2017,,53.1,85.7,,,10.1,5.26,,5.33,75,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Teodosio,1,"La Rancia, Tolentino MC","43,244,488","13,414,334",2017,,58.2,86.0,,,9.6,6.66,,6.25,81,,1 ,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
57,Teodosio,2,"La Rancia, Tolentino MC","43,244,488","13,414,334",2017,,59.3,85.7,,,10.1,6.61,,6.24,80,,1 ,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
120,Teodosio,3,"La Rancia, Tolentino MC","43,244,488","13,414,334",2017,,60.2,86.3,,,9.3,7.17,,6.50,82,,1 ,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
12,Teodosio,1,Sant'Angelo Lodigiano (LO),"45,244,642","9,385,814",2017,,,78.9,,,11.2,6.13,,6.09,90,,5,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
77,Teodosio,2,Sant'Angelo Lodigiano (LO),"45,244,642","9,385,814",2017,,,78.1,,,9.3,4.88,,4.99,89,,7,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
127,Teodosio,3,Sant'Angelo Lodigiano (LO),"45,244,642","9,385,814",2017,,,78.3,,,9.5,5.67,,6.02,91,,6,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
8,Teodosio,1,Sant'Angelo Lodigiano (LO),"45,244,642","9,385,814",2018,,,66.7,,,12.7,3.71,,3.51,71,,8,,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
69,Teodosio,2,Sant'Angelo Lodigiano (LO),"45,244,642","9,385,814",2018,,,63.8,,,11.5,3.13,,3.12,74,,7,,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
108,Teodosio,3,Sant'Angelo Lodigiano (LO),"45,244,642","9,385,814",2018,,,61.0,,,16.8,3.04,,2.87,72,,8,,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
42,GS Armando,1,"La Rancia, Tolentino MC","43,244,488","13,414,334",2018,,42.0,76.3,,,11.2,3.77,,4.15,75,,0,,6,6,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
57,GS Armando,2,"La Rancia, Tolentino MC","43,244,488","13,414,334",2018,,33.7,74.6,,,11.7,4.07,,4.32,75,,0,,9,6,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
143,GS Armando,3,"La Rancia, Tolentino MC","43,244,488","13,414,334",2018,,33.1,73.0,,,11.6,4.28,,4.62,83,,2,,9,5,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
13,GS Armando,1,Foggia,"41,459,932","15,501,357",2018,,44.9,80.2,,,13.4,4.32,,4.22,80,,0,,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
